X,Y,Z
-5.087317,-0.7881577,-68.899
-4.889966,-0.5948431,-68.899
-4.646383,-0.4161744,-68.899
-4.565393,-0.3351845,-68.899
-4.391847,-0.2265531,-68.899
-4.188911,-0.06815246,-68.899
-3.996767, 0.053218560000000005,-68.899
-3.921523,0.0845914,-68.899
-3.776698,0.1942039,-68.899
-3.573211, 0.29639859999999996,-68.899
-3.449371,0.3382921,-68.899
-3.031294,0.4583013,-68.899
-2.817873,0.5104919,-68.899
-2.623129,0.5429492,-68.899
-2.105725,0.5525027,-68.899
-1.928995,0.5849405,-68.899
-1.518721,0.5839468,-68.899
-1.197744,0.5091129,-68.899
-1.079259, 0.45386249999999995,-68.899
-1.00214,0.3977592,-68.899
-0.85919,0.3453345,-68.899
-0.5716985,0.2012766,-68.899
-0.3213959, 0.11962500000000001,-68.899
-0.202911,0.06437454,-68.899
-0.06007166,-0.03799601,-68.899
0.22323430000000002,-0.2079766,-68.899
0.3215709,-0.3012836,-68.899
0.4844779,-0.3812058,-68.899
0.6602739,-0.5117694,-68.899
0.8141379000000001,-0.5911714,-68.899
1.020735,-0.717299,-68.899
1.141253,-0.8009448,-68.899
1.3874980000000001,-0.9418026,-68.899
1.570936,-1.080701,-68.899
1.7997109999999998,-1.204159,-68.899
1.899859,-1.288193,-68.899
2.094603,-1.482937,-68.899
2.093633,-1.541406,-68.899
1.957526,-1.775781,-68.899
-1.347656,-6.45823,-68.599
-0.8789063,-6.274657,-68.599
